Nom,Id_Club,Club,Catégorie,Volee_1_Score_1,Volee_1_Score_2,Volee_1_Score_3,Volee_1_Score_4,Volee_1_Score_5,Volee_1_Score_6,Volee_2_Score_1,Volee_2_Score_2,Volee_2_Score_3,Volee_2_Score_4,Volee_2_Score_5,Volee_2_Score_6,Volee_3_Score_1,Volee_3_Score_2,Volee_3_Score_3,Volee_3_Score_4,Volee_3_Score_5,Volee_3_Score_6,Volee_4_Score_1,Volee_4_Score_2,Volee_4_Score_3,Volee_4_Score_4,Volee_4_Score_5,Volee_4_Score_6,Volee_5_Score_1,Volee_5_Score_2,Volee_5_Score_3,Volee_5_Score_4,Volee_5_Score_5,Volee_5_Score_6,Volee_6_Score_1,Volee_6_Score_2,Volee_6_Score_3,Volee_6_Score_4,Volee_6_Score_5,Volee_6_Score_6
Randriantsara Lai-Tsan,3597022,Saint Denis De La Reunion,CL U21F,X,10,9,8,7,7,10,10,10,8,8,8,10,8,8,8,8,5,10,10,9,9,8,6,X,9,9,9,9,7,10,9,9,8,7,6
Randriantsara Lai-Tsan,3597022,Saint Denis De La Reunion,CL U21F,X,X,9,9,8,7,X,10,9,9,8,8,X,X,10,9,9,8,X,X,9,8,8,7,X,9,9,9,7,7,10,10,9,9,8,7
Guedj Aurelie,1016003,Ruelle Sur Touvre,CL S1F,9,9,9,7,6,6,8,8,8,7,6,5,9,8,8,5,5,4,10,10,9,9,8,7,9,9,9,8,8,6,9,8,8,8,6,M
Guedj Aurelie,1016003,Ruelle Sur Touvre,CL S1F,X,9,8,8,7,7,10,10,9,8,6,5,9,9,9,8,7,7,10,10,9,9,8,7,8,8,8,7,6,6,10,9,9,8,7,7
Belibi-Mbassi Eleanor,0891175,Draveil Senart,CL U18F,10,7,6,6,5,4,8,7,7,7,6,5,10,9,9,8,8,7,10,10,9,9,9,8,10,10,10,9,8,7,9,9,9,8,7,6
Belibi-Mbassi Eleanor,0891175,Draveil Senart,CL U18F,X,9,9,9,8,8,9,9,9,9,8,8,9,9,9,9,8,7,X,9,9,9,9,8,9,9,9,8,8,5,X,9,9,9,9,6
Joussaume Thierry,1249050,Cholet Tac,CO S2H,10,10,10,9,9,9,10,10,9,8,8,8,10,10,9,9,9,9,10,10,10,9,8,8,X,10,10,10,9,9,X,10,10,10,10,10
Joussaume Thierry,1249050,Cholet Tac,CO S2H,X,10,10,10,10,9,10,10,9,9,9,8,X,10,9,9,9,9,10,10,9,9,9,6,X,10,10,9,9,8,10,10,10,9,8,8
Cailleaud Anthony,0437083,St Avertin,CO S1H,10,10,9,9,9,8,X,10,10,10,10,9,X,10,10,9,9,9,10,9,9,9,9,9,X,X,10,10,9,9,X,X,X,10,9,9
Cailleaud Anthony,0437083,St Avertin,CO S1H,X,10,10,10,10,10,X,10,10,9,9,8,X,10,10,9,9,9,X,X,X,9,9,8,X,X,X,10,9,8,X,10,9,9,9,8
Bouleau Victor,0760197,Beauvais,CO S1H,10,10,10,9,9,9,X,10,10,10,10,9,X,X,X,10,9,9,X,X,X,10,10,9,10,10,10,10,9,9,X,X,10,10,10,10
Bouleau Victor,0760197,Beauvais,CO S1H,X,X,10,10,9,8,X,10,10,10,9,8,X,X,10,10,10,10,X,X,10,10,9,9,X,X,10,10,10,9,X,X,X,10,9,9
Julien Simon,0335067,Rennes Cie,CO S1H,X,10,10,9,9,9,10,10,9,9,9,8,10,9,9,8,8,7,10,10,9,9,9,9,X,10,10,10,9,8,X,X,9,9,9,7
Julien Simon,0335067,Rennes Cie,CO S1H,X,X,9,9,9,9,X,10,10,10,10,9,X,10,10,10,9,9,X,10,9,8,8,7,X,10,10,9,8,7,X,10,10,10,9,8
Vandercamere Maxime,0892193,Rueil Malmaison Star,CO S2H,X,10,9,9,9,8,10,10,9,9,9,9,X,X,X,9,9,9,10,10,9,9,9,8,X,10,10,9,9,9,X,10,10,9,9,9
Vandercamere Maxime,0892193,Rueil Malmaison Star,CO S2H,X,10,9,9,8,8,X,10,10,10,9,9,X,X,10,10,9,9,X,X,10,10,9,8,X,X,X,10,9,9,10,9,9,8,8,8
Espeu Ewen,0437083,St Avertin,CO S1H,X,10,10,9,9,9,X,10,10,9,9,9,10,10,9,9,9,8,X,10,10,9,9,8,X,10,9,9,9,8,X,10,10,10,9,9
Espeu Ewen,0437083,St Avertin,CO S1H,X,10,9,9,9,9,10,10,10,9,9,9,X,10,9,9,9,9,X,10,10,9,9,9,10,9,9,9,9,9,X,X,10,9,8,8
Angot Corentin,0335067,Rennes Cie,CO S1H,9,9,9,9,9,8,X,X,X,X,9,9,X,10,9,9,9,9,10,10,9,9,9,9,10,10,10,9,9,8,X,X,9,9,9,6
Angot Corentin,0335067,Rennes Cie,CO S1H,X,X,10,10,9,8,X,X,9,9,9,8,X,X,10,10,10,10,X,10,10,9,9,8,10,10,9,9,9,9,10,10,9,9,9,9
Alouani Neil,0892193,Rueil Malmaison Star,CO S1H,10,9,9,9,9,8,10,10,10,9,9,8,X,10,9,9,9,8,10,9,9,9,9,8,10,10,9,8,8,8,10,9,9,9,9,9
Alouani Neil,0892193,Rueil Malmaison Star,CO S1H,X,10,9,9,9,9,X,10,10,9,9,9,10,10,9,9,9,8,X,10,10,10,9,9,X,X,10,9,9,8,X,X,10,9,9,8
Charaudeau Alexis,1313090,St Martin De Crau,CO S1H,X,10,9,9,9,8,X,X,10,9,9,9,X,10,10,10,9,9,X,10,10,9,9,9,X,10,9,9,8,8,X,10,10,9,9,8
Charaudeau Alexis,1313090,St Martin De Crau,CO S1H,X,10,10,10,10,9,10,9,9,9,9,8,X,10,10,10,9,9,X,X,10,10,9,9,X,10,10,10,9,9,X,X,10,10,10,9
Baraer Quentin,0335067,Rennes Cie,CO S1H,X,10,10,10,10,8,X,X,10,9,9,9,X,10,10,9,9,9,X,10,10,10,9,9,X,X,10,9,9,9,10,10,10,9,9,9
Baraer Quentin,0335067,Rennes Cie,CO S1H,X,X,X,X,10,9,10,10,10,10,10,9,X,X,10,9,9,9,X,10,10,10,9,9,X,X,X,10,10,9,X,10,10,9,9,9
Boulch Jean Philippe,0892193,Rueil Malmaison Star,CO S1H,X,X,10,10,10,10,X,X,X,10,10,9,X,10,9,9,9,9,X,X,X,X,X,10,10,10,10,10,10,9,X,X,X,X,X,10
Boulch Jean Philippe,0892193,Rueil Malmaison Star,CO S1H,X,X,X,X,9,9,X,X,10,10,10,9,X,10,10,10,10,9,X,X,X,X,10,9,X,X,10,10,9,9,X,10,10,10,9,9
Girard Nicolas,1313090,St Martin De Crau,CO S1H,X,10,10,10,9,9,X,X,10,10,9,9,X,X,X,10,10,9,X,X,X,10,10,10,X,X,10,10,10,7,X,X,X,10,10,9
Girard Nicolas,1313090,St Martin De Crau,CO S1H,X,X,10,10,10,9,X,X,X,10,10,8,X,X,10,10,10,6,X,X,10,10,10,9,X,X,10,10,9,9,X,X,X,X,10,9
Dubois Francois,0335067,Rennes Cie,CO S1H,X,10,10,9,9,9,10,10,10,10,10,9,X,X,X,X,10,10,X,10,10,10,10,9,X,10,10,10,9,9,X,X,10,10,9,9
Dubois Francois,0335067,Rennes Cie,CO S1H,10,10,9,9,9,9,X,X,X,10,10,9,X,10,10,10,10,10,X,X,X,X,10,9,X,X,X,X,10,9,10,10,10,9,9,9
Delobelle Fabien,0892193,Rueil Malmaison Star,CO S2H,X,X,10,10,9,9,10,10,10,10,9,9,X,X,10,10,10,10,10,10,10,10,9,9,X,X,X,10,10,10,X,X,10,10,10,9
Delobelle Fabien,0892193,Rueil Malmaison Star,CO S2H,X,X,10,10,9,9,X,X,10,10,10,9,X,10,9,9,9,9,X,10,10,10,9,9,X,X,X,10,10,8,X,X,X,X,9,9
Lorthioir Yann,1313090,St Martin De Crau,CO S1H,X,X,X,9,9,9,X,X,X,10,9,9,X,10,10,10,10,9,X,X,10,9,9,9,X,X,10,9,9,8,X,X,10,10,9,9
Lorthioir Yann,1313090,St Martin De Crau,CO S1H,X,X,10,10,9,9,X,X,10,10,10,9,X,10,10,9,9,9,10,10,9,9,9,9,X,10,10,10,10,9,X,10,10,9,9,9
Dupuis Anthony,0335067,Rennes Cie,CO S1H,X,X,10,10,10,9,10,10,9,9,9,9,X,10,9,9,9,8,X,10,10,9,9,9,X,10,9,9,9,8,X,10,10,10,10,8
Dupuis Anthony,0335067,Rennes Cie,CO S1H,X,X,X,9,9,9,X,X,10,9,9,9,X,X,X,10,10,9,X,X,9,9,9,9,10,10,10,9,9,9,X,10,10,10,9,9
Moine Maxence,0892193,Rueil Malmaison Star,CO S1H,X,X,10,9,9,8,X,X,10,10,10,9,X,10,9,9,8,8,X,10,10,10,9,9,X,10,10,9,9,9,X,10,10,9,9,9
Moine Maxence,0892193,Rueil Malmaison Star,CO S1H,X,10,10,10,10,9,10,10,10,9,9,8,10,10,9,9,9,9,X,X,10,10,10,9,X,X,10,10,9,9,X,10,10,9,9,8
Parpillon Julien,1313090,St Martin De Crau,CO S1H,X,10,9,9,8,8,X,10,10,9,9,9,X,X,10,9,9,9,X,X,10,10,9,9,X,10,9,9,8,8,X,X,10,9,9,8
Parpillon Julien,1313090,St Martin De Crau,CO S1H,X,10,10,9,9,9,10,10,9,9,9,8,10,10,10,10,10,9,X,10,10,10,9,9,X,X,10,10,9,9,10,10,10,9,9,9
Art Matteo,0760171,Compiegne,CO U21H,X,10,10,9,9,9,X,10,10,9,8,8,X,10,9,9,9,8,10,10,10,9,9,9,10,10,10,9,9,9,X,10,10,10,9,9
Art Matteo,0760171,Compiegne,CO U21H,10,10,10,10,9,9,10,10,10,10,9,9,X,10,10,10,9,8,X,10,10,9,9,9,X,10,9,9,9,9,X,10,10,9,9,8
Chauveau Baptiste,1016003,Ruelle Sur Touvre,CO S1H,X,X,10,10,10,9,X,10,9,9,9,7,X,X,X,10,10,9,10,9,9,9,9,8,X,9,9,9,9,8,X,10,10,9,9,9
Chauveau Baptiste,1016003,Ruelle Sur Touvre,CO S1H,X,10,10,10,10,9,X,10,9,9,9,9,X,X,10,10,9,9,X,X,10,10,9,9,X,9,9,9,9,8,X,X,X,9,9,9
Guerin Maxime,0221014,Dijon,CO S1H,X,10,10,10,10,9,X,10,10,10,9,8,X,X,10,10,9,8,X,X,10,10,10,9,10,10,9,9,8,7,X,X,X,9,9,8
Guerin Maxime,0221014,Dijon,CO S1H,X,X,X,X,9,9,X,10,10,10,9,9,X,10,10,10,9,9,X,X,10,10,10,9,X,10,9,9,9,9,10,9,9,8,8,8
Ganne Thierry,0760171,Compiegne,CO S3H,X,9,9,9,9,8,X,9,9,8,8,7,X,9,9,9,9,9,10,9,9,9,8,8,10,10,9,9,9,9,X,10,9,9,8,8
Ganne Thierry,0760171,Compiegne,CO S3H,X,X,10,10,9,8,10,9,9,9,9,7,10,9,9,8,8,8,10,9,9,9,9,8,10,10,9,9,9,8,X,9,9,9,9,9
Peyrondet Francois,1016003,Ruelle Sur Touvre,CO S2H,X,10,10,9,9,9,X,10,9,9,9,8,X,10,10,10,9,9,X,X,X,9,9,9,X,10,9,9,9,9,10,10,10,9,9,8
Peyrondet Francois,1016003,Ruelle Sur Touvre,CO S2H,X,X,10,10,9,9,X,9,9,9,9,8,X,10,9,9,9,8,X,10,10,9,9,9,10,9,9,9,9,8,X,10,9,9,8,8
Lamarche Thomas,0221014,Dijon,CO S1H,10,9,9,9,8,8,10,10,10,9,9,9,X,10,9,9,8,8,X,10,9,9,9,9,X,X,10,9,9,8,10,9,9,9,9,9
Lamarche Thomas,0221014,Dijon,CO S1H,10,9,9,9,9,8,10,9,9,9,8,8,X,10,10,10,9,9,X,10,9,9,9,9,10,9,9,9,9,9,X,9,9,9,8,7
Humetz Guillaume,0760171,Compiegne,CO S2H,X,X,10,10,10,10,X,10,10,9,9,8,X,10,10,9,9,9,X,10,9,9,9,9,X,10,9,9,9,8,X,X,10,9,9,8
Humetz Guillaume,0760171,Compiegne,CO S2H,X,X,10,10,10,9,X,X,10,10,10,9,X,X,X,10,10,7,10,10,9,9,8,8,10,10,9,9,9,9,10,10,10,9,9,9
Saunier Francois,1016003,Ruelle Sur Touvre,CO S2H,10,10,10,9,9,9,10,9,9,9,9,8,X,X,X,10,9,9,X,X,9,9,9,9,X,X,X,10,9,8,10,10,10,9,9,9
Saunier Francois,1016003,Ruelle Sur Touvre,CO S2H,X,10,10,10,10,9,X,X,10,10,9,9,X,X,X,10,10,9,10,10,10,10,9,9,X,10,10,9,9,9,10,9,9,9,9,8
Larpenteur Bastien,0221014,Dijon,CO S2H,X,X,10,9,9,8,10,9,9,9,9,9,X,10,10,9,9,8,X,10,10,9,9,9,X,10,9,9,9,9,10,10,9,9,9,9
Larpenteur Bastien,0221014,Dijon,CO S2H,X,10,10,9,9,9,X,X,10,9,9,8,X,10,10,9,9,8,10,10,9,9,9,9,X,10,9,9,9,8,10,10,10,9,9,8
Lecauchois Morgan,0760171,Compiegne,CO S1H,X,10,10,10,9,8,X,X,9,9,9,8,10,9,9,9,9,8,X,10,9,9,9,8,10,10,10,10,10,9,X,10,9,9,9,9
Lecauchois Morgan,0760171,Compiegne,CO S1H,X,X,X,10,9,8,X,X,10,10,9,9,X,X,X,10,10,10,X,10,10,9,9,9,X,9,9,9,9,8,X,X,X,9,9,9
Arnoux Christophe,1313078,Miramas,CO S2H,X,X,10,9,8,8,10,10,9,9,9,8,X,X,10,10,9,9,X,X,10,9,9,8,10,10,9,9,9,9,X,10,10,10,9,8
Arnoux Christophe,1313078,Miramas,CO S2H,10,10,9,9,8,7,X,10,10,9,9,9,10,10,10,9,9,8,X,10,10,9,8,8,10,9,9,9,8,7,10,9,9,9,8,8
Mangelle Mateo,0221014,Dijon,CO S1H,X,X,X,X,10,9,10,10,10,9,9,9,10,10,10,9,9,8,X,X,X,10,9,9,X,X,X,10,9,9,X,10,10,10,9,9
Mangelle Mateo,0221014,Dijon,CO S1H,X,10,10,10,10,9,X,10,10,9,9,9,X,X,10,10,10,9,X,10,10,10,9,9,X,X,10,10,9,9,X,10,10,9,9,9
Bourgeois Aymeric,0759129,Valenciennes,CO S1H,X,X,10,10,9,9,X,X,9,9,9,9,X,X,10,9,9,7,X,10,10,9,9,9,10,10,9,9,6,5,10,9,9,9,8,8
Bourgeois Aymeric,0759129,Valenciennes,CO S1H,X,X,X,9,9,9,X,10,9,9,9,8,X,X,X,9,9,8,X,X,9,9,8,8,X,10,10,9,9,9,X,X,10,9,9,9
Albanese Remy,1313078,Miramas,CO S1H,X,X,X,10,10,9,X,X,10,10,10,9,10,10,10,10,9,8,X,X,X,X,10,10,10,10,10,10,9,9,X,X,X,10,10,9
Albanese Remy,1313078,Miramas,CO S1H,X,X,10,10,9,9,X,10,10,10,9,9,X,X,10,10,10,9,X,10,10,10,9,9,10,9,9,9,9,9,X,10,10,10,9,8
Pouphile David,0221014,Dijon,CO S2H,X,9,9,9,9,7,10,10,10,9,9,8,X,10,10,10,8,8,X,9,9,9,9,8,X,X,9,8,8,8,X,10,10,10,9,8
Pouphile David,0221014,Dijon,CO S2H,X,10,9,9,8,8,X,10,9,9,9,9,X,10,9,9,9,9,X,10,10,9,9,8,10,10,10,9,9,6,X,10,9,9,9,9
Duhez Philippe,0759129,Valenciennes,CO S2H,X,X,10,9,9,9,X,X,10,10,10,9,10,9,9,9,9,9,X,X,10,10,10,9,X,10,10,9,9,9,X,10,9,9,9,9
Duhez Philippe,0759129,Valenciennes,CO S2H,10,9,9,9,9,9,X,X,X,9,9,9,X,X,10,10,9,8,X,10,9,9,9,9,10,10,10,9,9,9,X,X,X,10,9,9
Dene Axel,1313078,Miramas,CO S1H,10,10,10,10,10,10,X,X,X,10,10,9,10,10,9,9,8,8,10,9,9,9,9,9,10,10,10,10,9,8,X,10,10,10,9,9
Dene Axel,1313078,Miramas,CO S1H,X,X,X,10,9,9,X,X,X,9,9,8,X,10,10,10,10,9,X,10,9,9,9,9,X,10,10,9,9,9,10,9,9,9,9,8
Cadronet Nathan,0892199,Suresnes,CO S1H,10,9,9,9,9,9,X,10,9,9,8,8,X,X,10,9,9,8,10,9,9,9,9,8,X,10,10,9,9,9,X,9,9,9,8,8
Cadronet Nathan,0892199,Suresnes,CO S1H,X,10,10,9,9,9,X,10,10,9,8,7,X,10,10,10,9,9,10,10,10,10,9,8,10,10,9,9,9,8,X,9,9,9,8,8
Loire Guillaume,0759129,Valenciennes,CO S2H,X,10,10,10,10,8,X,X,10,9,9,9,X,10,10,9,9,9,X,10,10,9,9,9,X,10,10,10,9,8,X,X,X,9,9,9
Loire Guillaume,0759129,Valenciennes,CO S2H,X,10,10,9,9,9,X,X,10,10,10,9,X,X,10,9,9,9,10,10,9,9,9,8,X,10,10,9,9,9,X,10,9,9,9,8
Pauner Joan,1313078,Miramas,CO S1H,X,X,10,10,9,9,X,X,10,10,10,9,X,10,10,9,9,9,X,10,10,10,9,9,X,X,X,10,9,9,X,10,10,10,10,9
Pauner Joan,1313078,Miramas,CO S1H,X,10,10,10,9,9,10,10,10,9,9,9,X,X,X,10,9,9,X,X,10,10,9,9,X,X,10,10,9,9,10,10,9,9,9,8
Gerard Paul,0892199,Suresnes,CO S2H,10,10,9,9,8,8,10,10,9,9,9,9,X,X,10,10,9,9,X,X,10,9,9,9,10,10,10,9,9,6,10,10,10,9,9,9
Gerard Paul,0892199,Suresnes,CO S2H,10,10,10,9,9,9,10,10,10,9,9,8,X,10,10,9,8,8,X,X,10,10,9,9,10,10,10,10,9,9,X,10,9,9,9,8
Robert Thibault,0759129,Valenciennes,CO S1H,X,9,9,8,8,7,X,X,10,9,9,9,10,10,10,9,9,7,10,9,9,9,9,8,9,9,9,9,8,8,X,9,9,9,8,8
Robert Thibault,0759129,Valenciennes,CO S1H,10,10,10,9,9,7,X,9,9,9,9,8,X,X,9,9,8,8,9,9,9,8,7,M,10,10,10,9,9,9,10,10,8,8,9,7
Planchet Erwan,1079182,Ardin,CO S1H,X,10,10,9,9,9,X,10,9,9,8,8,10,10,9,9,9,9,X,10,10,10,9,9,X,X,X,10,9,9,X,9,9,9,9,9
Planchet Erwan,1079182,Ardin,CO S1H,X,X,9,X,8,8,10,10,10,9,9,9,10,10,9,9,8,8,10,10,10,9,9,9,X,10,10,9,9,9,10,10,10,10,9,8
Loussaut Jeremie,0892199,Suresnes,CO S1H,X,X,10,10,10,9,X,X,10,10,X,9,10,10,9,9,9,9,X,10,10,10,10,9,X,10,10,10,10,9,X,10,10,10,9,9
Loussaut Jeremie,0892199,Suresnes,CO S1H,X,10,10,10,9,9,10,10,9,9,9,7,X,X,10,10,9,9,X,X,X,10,10,9,X,10,10,9,9,8,X,X,10,10,9,9
Aranowski Rodolphe,0759129,Valenciennes,CO S2H,X,10,10,9,9,8,X,10,9,9,9,9,10,10,10,9,9,9,9,9,9,8,8,8,X,X,9,9,9,9,X,10,9,9,9,9
Aranowski Rodolphe,0759129,Valenciennes,CO S2H,X,10,10,9,9,9,X,10,9,9,9,8,X,10,10,9,9,8,10,10,9,9,9,8,10,9,9,9,9,9,10,10,9,8,8,8
Salard Gautier,1079182,Ardin,CO S1H,X,X,X,10,10,10,X,10,9,9,9,8,X,X,X,10,10,10,10,9,9,9,9,8,X,X,10,9,9,8,X,X,10,10,9,9
Salard Gautier,1079182,Ardin,CO S1H,X,10,10,9,9,8,X,10,10,10,10,9,X,X,9,9,9,9,X,10,10,9,9,9,X,10,10,9,9,9,X,X,X,X,9,9
Vigarie Gilles,0892199,Suresnes,CO S2H,X,X,10,9,9,8,X,10,9,9,9,8,10,10,9,9,9,8,10,10,9,9,8,8,X,X,9,9,9,9,X,X,10,10,10,8
Vigarie Gilles,0892199,Suresnes,CO S2H,X,10,10,9,9,9,X,X,10,9,8,8,10,9,9,9,9,8,X,10,10,9,8,6,10,10,10,9,9,8,10,10,10,9,9,8
Etienne David,0759101,Villeneuve D'ascq,CO S2H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etienne David,0759101,Villeneuve D'ascq,CO S2H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salard Ludovic,1079182,Ardin,CO S2H,X,10,9,8,8,6,X,10,9,9,9,9,X,X,9,9,9,9,X,X,X,10,10,9,X,10,9,9,9,9,X,10,9,9,8,8
Salard Ludovic,1079182,Ardin,CO S2H,X,X,10,10,9,8,X,X,10,10,9,9,10,10,9,9,9,8,X,10,10,9,9,8,10,10,9,9,9,7,X,X,X,X,8,7
Thieffine Julien,0892199,Suresnes,CO S2H,10,10,9,9,9,7,X,X,X,10,9,9,10,10,9,9,9,8,X,10,9,9,9,9,X,X,9,9,9,9,10,9,9,9,9,9
Thieffine Julien,0892199,Suresnes,CO S2H,10,10,10,10,9,9,X,10,10,10,9,9,X,X,10,10,9,9,10,10,10,9,9,8,X,10,10,10,9,9,10,10,10,10,9,8
Lallemant Julien,0759101,Villeneuve D'ascq,CO S1H,X,X,10,10,9,9,X,X,10,10,9,9,10,10,10,9,9,9,10,10,10,10,9,8,10,10,10,10,10,9,X,X,X,X,10,10
Lallemant Julien,0759101,Villeneuve D'ascq,CO S1H,X,X,10,10,9,9,X,X,X,10,9,9,X,X,X,X,10,9,X,10,9,9,9,9,X,10,9,9,9,9,10,10,9,9,9,9
Seris Bastien,1079182,Ardin,CO S1H,X,10,10,9,9,7,10,10,10,9,9,8,X,X,10,10,9,9,X,X,10,10,9,9,10,9,9,9,9,9,X,10,10,10,10,10
Seris Bastien,1079182,Ardin,CO S1H,X,9,9,9,9,9,X,10,10,9,8,8,X,X,10,10,9,8,X,10,9,9,9,9,X,10,9,9,9,9,X,10,9,9,9,9
Beaudroit Laurent,0169188,Lyon 8Eme,CO S2H,X,10,9,9,9,8,9,9,9,8,8,8,10,9,9,9,7,6,9,9,9,9,9,7,X,9,9,8,7,7,X,10,9,9,9,8
Beaudroit Laurent,0169188,Lyon 8Eme,CO S2H,9,9,9,8,8,7,X,X,9,9,9,9,9,9,9,9,9,8,10,9,9,9,9,8,10,9,9,9,9,7,X,X,10,9,9,8
Lemoine Frederic,0759101,Villeneuve D'ascq,CO S2H,X,10,9,9,8,7,9,9,9,8,8,7,10,9,9,9,8,7,10,9,9,8,8,8,X,10,10,8,8,7,9,9,9,9,8,7
Lemoine Frederic,0759101,Villeneuve D'ascq,CO S2H,9,9,9,8,7,7,X,10,10,9,9,9,X,10,9,9,8,7,10,9,9,8,8,8,10,9,9,8,7,7,X,10,9,8,7,7
Braun Romain,0762297,Wingles,CO S1H,X,9,9,8,8,8,X,X,10,9,9,8,X,X,X,10,10,8,X,9,9,9,8,8,10,9,9,9,9,8,X,10,10,10,9,9
Braun Romain,0762297,Wingles,CO S1H,10,10,9,9,9,7,X,X,10,10,8,8,X,10,9,9,9,9,X,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,8,8
Payet Stephane,0169188,Lyon 8Eme,CO S2H,X,X,10,10,9,9,X,10,10,9,9,8,X,10,10,10,10,8,X,10,10,10,9,9,X,10,10,9,9,9,10,9,9,9,9,9
Payet Stephane,0169188,Lyon 8Eme,CO S2H,X,X,X,10,10,9,X,10,10,9,9,9,X,10,10,9,9,9,X,X,9,9,9,8,10,9,9,9,9,8,10,9,9,9,8,8
Lienard Sebastien,0759101,Villeneuve D'ascq,CO S2H,10,10,9,9,9,9,X,X,X,9,9,8,X,10,9,9,9,9,X,X,9,9,9,8,9,9,9,9,7,M,10,10,9,9,9,9
Lienard Sebastien,0759101,Villeneuve D'ascq,CO S2H,10,9,9,9,9,8,X,10,10,9,9,9,10,10,9,9,8,8,X,X,9,9,8,7,X,9,9,9,9,9,X,X,10,9,9,8
Croes Quentin,0762297,Wingles,CO S1H,X,10,10,9,9,8,X,10,10,10,10,9,X,10,10,10,9,9,X,10,10,10,10,8,X,X,10,10,9,7,X,X,10,10,10,9
Croes Quentin,0762297,Wingles,CO S1H,X,X,10,10,9,8,X,X,X,10,9,9,X,X,X,10,9,9,X,10,10,10,10,10,10,10,9,9,9,9,10,10,9,9,9,8
Robert Mathieu,0169188,Lyon 8Eme,CO S1H,X,X,X,X,10,10,10,9,9,9,9,9,X,X,X,10,10,9,10,10,10,10,9,9,X,10,9,9,9,9,X,X,10,10,10,8
Robert Mathieu,0169188,Lyon 8Eme,CO S1H,X,X,10,9,9,8,10,9,9,9,9,9,10,10,9,9,9,9,X,10,10,10,9,9,X,10,10,10,8,8,9,9,9,9,8,5
Joubert Valentin,0893225,Neuilly Sur Marne,CO S1H,X,X,10,10,9,8,X,X,X,10,10,10,X,10,9,9,9,9,X,X,10,10,9,9,X,10,10,10,9,9,X,10,10,10,10,9
Joubert Valentin,0893225,Neuilly Sur Marne,CO S1H,X,10,10,9,9,8,X,X,10,9,9,8,X,X,X,10,10,8,X,X,X,10,9,8,X,X,X,10,10,8,10,10,10,10,9,9
Sagot Thomas,0762297,Wingles,CO S1H,10,10,10,9,9,9,10,9,9,9,9,8,X,9,9,9,9,8,X,10,10,9,9,8,10,10,9,9,9,9,X,10,9,9,9,8
Sagot Thomas,0762297,Wingles,CO S1H,X,X,X,10,10,10,X,X,10,9,9,9,X,X,10,9,9,9,X,X,10,9,9,8,X,10,9,9,8,8,X,10,10,9,9,9
Vallemont Antoine,0169188,Lyon 8Eme,CO S1H,9,9,9,9,9,8,10,9,9,9,9,8,X,10,9,9,9,9,X,10,10,9,9,8,9,9,9,9,9,8,X,X,10,9,9,9
Vallemont Antoine,0169188,Lyon 8Eme,CO S1H,X,10,10,10,9,8,X,10,10,9,9,9,10,9,9,9,8,8,X,10,9,9,8,8,X,X,9,8,8,8,9,9,9,8,8,6
Labiche Nicolas,0893225,Neuilly Sur Marne,CO S1H,10,10,10,10,9,9,X,X,X,9,9,9,X,10,10,10,9,9,X,X,X,X,10,10,X,10,10,10,9,8,X,X,10,10,10,9
Labiche Nicolas,0893225,Neuilly Sur Marne,CO S1H,X,10,10,10,10,9,X,X,10,10,10,8,X,X,10,10,10,9,X,X,10,10,9,9,10,10,10,10,9,9,X,X,X,10,10,9
Secember Hugo,0762297,Wingles,CO U21H,10,10,9,9,9,8,X,9,9,9,8,8,X,10,9,8,8,7,10,10,10,9,8,8,10,10,9,8,8,7,X,9,9,9,8,7
Secember Hugo,0762297,Wingles,CO U21H,X,9,7,6,5,M,X,10,10,9,9,7,X,10,9,9,9,6,10,10,9,9,9,8,9,9,8,8,7,6,9,9,8,8,8,6
Hadjadj Jonathan,0895293,Sarcelles,CO S2H,X,9,9,9,9,9,10,9,9,9,9,8,10,10,9,9,9,9,10,10,9,9,9,9,10,10,9,9,8,5,10,9,9,8,8,6
Hadjadj Jonathan,0895293,Sarcelles,CO S2H,X,X,10,9,8,8,X,9,8,8,7,7,X,10,9,9,8,8,9,9,9,9,8,7,X,X,10,9,9,9,10,10,9,9,9,9
Nicolas Adrien,0893225,Neuilly Sur Marne,CO S1H,X,9,9,9,9,8,X,X,10,9,9,8,X,X,10,9,9,7,X,9,9,9,9,8,10,9,9,9,9,8,X,10,10,9,9,9
Nicolas Adrien,0893225,Neuilly Sur Marne,CO S1H,X,X,10,10,9,8,X,X,X,10,10,9,X,X,10,9,8,8,9,9,9,9,9,8,10,10,9,9,9,9,10,10,10,9,9,9
Armanini Sebastien,1306038,Nice Ac,CO S1H,X,X,10,10,10,10,10,10,9,9,9,9,10,10,10,10,10,9,X,X,10,10,10,9,X,X,X,10,10,10,X,X,X,10,10,9
Armanini Sebastien,1306038,Nice Ac,CO S1H,X,X,10,10,9,9,10,10,10,9,9,9,X,10,10,10,9,9,X,X,10,10,10,9,10,9,9,9,8,8,X,X,10,9,9,9
Henninot Guillaume,0895293,Sarcelles,CO S1H,X,10,10,9,9,9,X,X,10,9,9,9,X,10,9,9,9,M,X,10,9,9,9,M,X,10,9,9,9,8,X,X,X,X,10,10
